Date,open,high,low,close,volume,rsi,stochk,stochd,cci,willr,mom,roc,trix,trixs,cmo,sma_50,sma_200,ema_10,ema_20,ema_50,ema_200,macd,macdh,macds,tema,kama,wma,action,support,resistance,support_percent,resistance_percent,near_support,near_resistance,open_norm,high_norm,low_norm,close_norm
2012-10-16,11.460000038146973,11.59000015258789,11.329999923706056,11.579999923706056,3401000,57.34870521659942,62.96295613759876,58.13204182426221,48.43561521830754,-30.917881295688133,0.6999998092651385,6.433821708660053,0.2843919677132378,0.650947219667196,34.791195985741595,10.88399995803833,9.972949995994568,11.33955861674719,11.201295231692445,11.158932051951606,9.972949995994568,0.18448909888471654,0.04156959523291154,0.142919503651805,11.507442439163533,11.356330201345793,11.422666613260905,None,11.55799999,11.83571434,0.0019034377682203285,0.0216053217362413,0,0,0.05377847972341995,0.04810584213137198,0.06215943433158308,0.05138579601792462
2012-10-17,11.460000038146973,11.789999961853027,11.25,11.619999885559082,4610600,57.93590094112136,67.1497540027818,62.15780545838371,52.81749142431298,-28.985516594158234,-0.15999984741210938,-1.3582330308911956,0.31961640777320444,0.5987173672530124,38.64282157579792,10.917599964141846,10.005449995994567,11.390547938349354,11.24117186539403,11.177013143465626,9.989338552109638,0.19958760042193902,0.04533447741610719,0.15425312300583183,11.599189971578738,11.386178105598042,11.504666582743328,None,11.55799999,11.83000004,0.005364240838616086,0.01775149228494155,0,0,0.05377847972341995,0.05211465753010139,0.060544905069467136,0.05219502039248125
2012-10-18,11.630000114440918,12.119999885559082,11.600000381469728,11.720000267028809,6363500,59.439328691319574,71.26027352057945,67.12432788698668,104.67294256569633,-26.315781548415295,0.05000019073486506,0.42845064616952155,0.37288198407148254,0.5273737826617121,48.20353019506606,10.943999977111817,10.03889999628067,11.450448361745618,11.286774570311627,11.198306756154377,10.006559066685949,0.21936259906707356,0.05208758084899337,0.1672750182180802,11.703346338035619,11.534543510678382,11.60133336385091,None,11.56500006,11.83000004,0.013402525397722354,0.009298374691399491,0,0,0.05717712176136819,0.05872920771688986,0.06760848502625447,0.05421809097558833
2012-10-19,11.630000114440918,11.770000457763672,11.329999923706056,11.470000267028809,3807900,54.22176612686494,65.7434483783092,68.05115863389015,16.211801302541428,-47.468356722498875,-0.18999958038330078,-1.6294989954521348,0.32182728385816706,0.44559608155888675,-0.3296726167367116,10.972399978637695,10.068899998664856,11.454003253615289,11.304224636665644,11.208961403639648,10.02112067066946,0.1960850708552062,0.023048042109700795,0.17303702874550542,11.564422165918117,11.532609536488835,11.578000132242838,None,11.30599995,11.58000006,0.014505600367423321,0.009499118514787908,0,0,0.05717712176136819,0.05171378554799827,0.06215943433158308,0.04916043381125154
2012-10-22,11.489999771118164,11.970000267028809,11.449999809265137,11.920000076293944,4677500,60.878566508014714,67.14081943925639,68.04818044604833,98.96603571550531,-24.793403411316717,0.350000381469723,3.0250681996672295,0.38763466361606547,0.3882176257502633,42.23377087347164,11.00939998626709,10.100499999523162,11.538729948647772,11.362869916630245,11.236845273155502,10.040014993113484,0.23475578200576663,0.04937500260820896,0.18538077939755768,11.81377204466638,11.584387021055223,11.69733346303304,None,11.89000034,11.9460001,0.0025231064286028726,0.002176462706212079,0,0,0.054378234475452064,0.05572260094672771,0.06458122822475687,0.05826421284837155
2012-10-23,11.869999885559082,12.170000076293944,11.609999656677246,12.09000015258789,7749700,63.06371608312464,72.3314763646929,68.40524806075283,136.13191128769125,-10.743810772105732,0.7899999618530273,6.991149986889088,0.5104540297945048,0.3655946938924965,51.874861274953204,11.048799991607666,10.132350001335144,11.638960894818702,11.432120415292879,11.27030232725089,10.060412855396812,0.2796794103729301,0.07543890478029791,0.20424050559263218,12.037083961404248,11.653072350602747,11.84000015258789,None,11.89000034,12.15,0.016820841620589055,0.004938259046264215,0,0,0.06197519790934458,0.05973141634545709,0.06781028674898867,0.06170342126359507
2012-10-24,12.369999885559082,12.630000114440918,12.09000015258789,12.369999885559082,11283300,66.39326860010715,82.80446261274984,74.09225280556637,205.39860314144673,-16.049397978328038,1.0299997329711914,9.082889939257507,0.6877473307779436,0.38861495485460473,64.18231398073141,11.093799991607666,10.165600001811981,11.771877074953316,11.521442269603945,11.31342772169435,10.083393820871065,0.3425611446515262,0.11065651124711523,0.23190463340441098,12.318226362914734,11.783059295130105,12.042000071207683,None,11.99000025,12.55499983,0.03169304650840865,0.014735161047064516,0,0,0.0719711994172253,0.06895170132030462,0.07749748156839106,0.06736799188549164
2012-10-25,12.229999542236328,12.369999885559082,11.890000343322754,11.970000267028809,5623700,58.307133320693325,77.48868568326735,77.54154155357003,112.65824562371701,-40.74073419976417,0.8000001907348651,7.1620428403819165,0.6788537988404508,0.4261660626110306,12.710251314636565,11.130200004577636,10.195900003910065,11.807899473512496,11.564162078882504,11.339175664648643,10.10216602431542,0.3275773473717791,0.0765381711738945,0.25103917619788463,12.139606951185304,11.787943426105906,12.060666783650715,None,11.95666695,12.17750001,0.001115136608267564,0.01703960113330283,0,0,0.06917231213130917,0.06374023174418653,0.0734611584131013,0.059275748139925144
2012-10-26,12.229999542236328,12.34000015258789,11.779999732971191,11.920000076293944,5664500,57.36660288734872,66.46090062575557,75.58468297392426,80.67978123883314,-43.82716594464108,0.5600004196166974,4.9295813075798565,0.5765386229479308,0.4599940099325541,7.4469135418790735,11.170400009155273,10.22525000333786,11.82828140129094,11.598051411969308,11.361953092556302,10.12025392533013,0.3037993374336061,0.042208128988577176,0.2615912084450289,12.007381113175546,11.79723341745275,12.046000099182129,None,11.91250014,11.9460001,0.0006295854107702947,0.002176462706212079,0,0,0.06917231213130917,0.06313891421326204,0.07124116624266172,0.05826421284837155
2012-10-31,11.800000190734863,12.229999542236328,11.550000190734863,12.18000030517578,5144500,60.898673718497484,62.5514439630939,68.83367675737229,63.96760112332273,-27.77776796631304,0.7600002288818359,6.654993203191586,0.5344746307689885,0.48778097249430424,28.99843088787635,11.212400016784668,10.256300005912781,11.892230292906365,11.653475116084211,11.394033375404124,10.140748914184316,0.31499068697829813,0.042719582826615365,0.27227110415168276,12.125131388370134,11.812464739961163,12.088000170389812,None,11.91250014,12.18799992,0.02245541758925662,0.000656351729301563,0,0,0.06057576379931642,0.06093405140730612,0.06659939942575524,0.06352418092970524
2012-11-01,12.170000076293944,12.59000015258789,12.0600004196167,12.550000190734863,5001800,65.30394002484557,74.48559961491956,67.83264806792302,135.5888066806518,-4.938267244287231,0.9700002670288068,8.376513587388423,0.6167036204983045,0.5207906627970931,49.79432606875596,11.251600017547608,10.28965000629425,12.011824819784273,11.73885845652713,11.439365407377878,10.164721563702233,0.3651261577504208,0.07428404287899043,0.29084211487143036,12.433267625606158,11.8655105511009,12.236000188191731,None,12.07500029,12.5666666,0.03933746495461676,0.0013262394711049952,0,0,0.06797280262724495,0.06814993824055873,0.07689203790677435,0.07100951121771204
