Date,open,high,low,close,volume,action,support,resistance,support_percent,resistance_percent,near_support,near_resistance
2016-01-25 08:00:00,2934.08,2942.98,2922.5,2942.47,37108952,None,3016.7,3042.29,0.024606357940796242,0.03281081027778421,1,0
2016-01-25 10:00:00,2942.32,2955.78,2929.84,2946.58,51609720,None,3008.1,3044.07,0.020451447757720786,0.0320262017627716,1,0
2016-01-25 12:00:00,2946.74,2948.82,2928.26,2930.37,24982600,None,3007.3175,3040.5775,0.02558675630358287,0.03624558163704095,1,0
2016-01-25 14:00:00,2931.27,2939.24,2912.08,2938.51,39337784,None,3001.546,3020.3566666666666,0.021001177393249915,0.027098344897456772,1,0
2016-01-26 08:00:00,2907.72,2908.89,2886.39,2896.24,34188820,None,3000.37,3022.4375,0.03470571962791258,0.041753551562273894,1,0
2016-01-26 10:00:00,2895.86,2911.76,2877.11,2877.11,44834508,None,2987.95,3023.56,0.037095667598185944,0.04843628041117087,1,0
2016-01-26 12:00:00,2876.77,2876.77,2832.41,2844.44,44768672,None,2987.95,3025.858333333333,0.04802958550176539,0.059955990448991026,1,0
2016-01-26 14:00:00,2844.78,2853.09,2743.84,2749.79,87044048,None,2987.95,3025.858333333333,0.07970682240331994,0.09123637094708659,1,0
2016-01-27 08:00:00,2756.08,2768.5,2713.48,2713.87,44779824,None,2987.95,3023.56,0.09172844257768697,0.10242561748402546,1,0
2016-01-27 10:00:00,2713.62,2730.71,2672.44,2672.45,67944120,None,2987.95,3028.46375,0.10559078967184865,0.1175558895165908,1,0
2016-01-27 12:00:00,2672.38,2696.39,2638.3,2688.15,47771496,None,2987.95,3025.074285714285,0.10033635100988969,0.11137719404293234,1,0
2016-01-27 14:00:00,2688.26,2754.77,2663.75,2735.56,55226608,None,2987.95,3027.9555555555557,0.08446928496126105,0.09656533928283118,1,0
2016-01-28 08:00:00,2711.16,2734.78,2693.64,2734.78,32079908,None,2995.248,3027.9555555555557,0.08696041195921,0.09682293883661874,1,0
2016-01-28 10:00:00,2734.69,2740.33,2709.5,2722.55,45645308,None,2997.7266666666665,3027.9555555555557,0.09179511585445843,0.10086196773767409,1,0
2016-01-28 12:00:00,2722.55,2722.78,2679.71,2689.56,31649760,None,2997.7266666666665,3027.9555555555557,0.10280012187012821,0.11175710783953974,1,0
2016-01-28 14:00:00,2689.06,2722.96,2647.55,2655.66,61745312,None,2995.248,3024.83375,0.11337558692969674,0.12204761666653574,1,0
2016-01-29 08:00:00,2652.85,2678.05,2649.79,2673.46,34326648,None,2995.411666666667,3024.571111111111,0.10748160937255702,0.11608624767368292,1,0
2016-01-29 10:00:00,2672.8,2725.77,2672.8,2708.83,65183056,None,2998.85,3025.128,0.09671040565550126,0.10455689808827928,1,0
2016-01-29 12:00:00,2708.83,2741.14,2708.83,2733.39,36527624,None,2992.66,3023.972,0.08663530103653605,0.0960928209652736,1,0
2016-01-29 14:00:00,2731.6,2755.24,2726.11,2737.6,50635776,None,2949.89,2993.54,0.07196539531982549,0.08549743781609731,1,0
2016-02-01 08:00:00,2730.98,2734.9,2717.64,2720.98,34149752,None,2949.725,2950.38,0.0775479070082804,0.0777526962628543,1,0
2016-02-01 10:00:00,2720.55,2726.81,2688.31,2688.87,56067896,None,2868.31,2933.36,0.06255948624799967,0.08334810592630981,1,0
