Date,open,high,low,close,volume
2016-01-04 09:30:00,3536.59,3538.54,3486.51,3491.56,44383032
2016-01-04 10:00:00,3490.74,3494.01,3395.97,3427.71,55756152
2016-01-04 10:30:00,3427.63,3436.6,3416.7,3427.44,22449680
2016-01-04 11:00:00,3426.17,3428.67,3396.57,3401.58,22479664
2016-01-04 11:30:00,3401.85,3401.85,3399.68,3399.91,774080
2016-01-04 13:00:00,3399.79,3399.79,3358.41,3358.41,20181712
2016-01-04 13:30:00,3358.83,3358.83,3295.74,3296.66,18394096
2016-01-04 14:00:00,3296.66,3296.66,3296.66,3296.66,0
2016-01-04 14:30:00,3296.66,3296.66,3296.66,3296.66,0
2016-01-04 15:00:00,3296.54,3296.54,3296.26,3296.26,0
2016-01-05 09:30:00,3196.65,3328.1,3191.77,3310.67,72206416
2016-01-05 10:00:00,3310.82,3312.28,3272.44,3294.31,28033536
2016-01-05 10:30:00,3294.48,3311.6,3292.57,3308.22,18917184
2016-01-05 11:00:00,3307.67,3326.03,3305.58,3310.55,18612432
2016-01-05 11:30:00,3310.1,3310.4,3309.59,3309.92,368160
2016-01-05 13:00:00,3309.91,3313.04,3254.99,3254.99,21641424
2016-01-05 13:30:00,3254.95,3270.38,3237.46,3251.01,30905360
2016-01-05 14:00:00,3251.01,3257.41,3189.81,3251.68,40944112
2016-01-05 14:30:00,3252.21,3289.61,3244.72,3287.15,33285408
2016-01-05 15:00:00,3287.02,3289.23,3287.02,3287.71,1968048
2016-01-06 09:30:00,3291.19,3322.53,3290.05,3321.65,45312772
2016-01-06 10:00:00,3320.79,3327.22,3307.28,3317.39,36731324
2016-01-06 10:30:00,3316.82,3317.96,3289.34,3289.85,27492512
2016-01-06 11:00:00,3289.75,3315.06,3289.75,3310.2,16557360
2016-01-06 11:30:00,3310.36,3311.4,3309.91,3310.24,397696
2016-01-06 13:00:00,3310.24,3326.04,3300.45,3324.62,18259312
2016-01-06 13:30:00,3324.7,3344.72,3319.84,3330.81,29313504
2016-01-06 14:00:00,3330.14,3361.26,3330.14,3356.17,29774400
2016-01-06 14:30:00,3356.59,3361.08,3345.13,3361.08,32695888
2016-01-06 15:00:00,3360.99,3362.97,3360.73,3361.84,2351904
2016-01-07 09:30:00,3309.66,3309.66,3123.04,3123.04,67746256
2016-01-07 10:00:00,3121.34,3121.34,3115.89,3115.89,2822864
2016-01-07 10:30:00,3115.89,3115.89,3115.89,3115.89,0
2016-01-07 11:00:00,3115.89,3115.89,3115.89,3115.89,0
2016-01-07 11:30:00,3115.89,3115.89,3115.89,3115.89,0
2016-01-07 13:00:00,3115.89,3115.89,3115.89,3115.89,0
2016-01-07 13:30:00,3115.89,3115.89,3115.89,3115.89,0
2016-01-07 14:00:00,3115.89,3115.89,3115.89,3115.89,0
2016-01-07 14:30:00,3115.89,3115.89,3115.89,3115.89,0
2016-01-07 15:00:00,3115.9,3125.0,3115.9,3125.0,0
2016-01-08 09:30:00,3194.63,3219.47,3057.22,3165.87,107541800
2016-01-08 10:00:00,3166.44,3194.3,3156.49,3183.89,39301048
2016-01-08 10:30:00,3185.15,3187.3,3158.0,3167.73,20864016
2016-01-08 11:00:00,3167.84,3195.21,3160.45,3194.98,19687104
2016-01-08 11:30:00,3195.16,3199.56,3195.16,3199.56,998704
2016-01-08 13:00:00,3199.87,3224.85,3199.87,3224.85,24066928
2016-01-08 13:30:00,3225.59,3235.45,3199.93,3207.42,23408048
2016-01-08 14:00:00,3208.03,3209.83,3184.3,3203.33,20835488
2016-01-08 14:30:00,3203.46,3206.59,3182.52,3186.66,27740512
2016-01-08 15:00:00,3186.44,3186.99,3185.44,3186.41,1997184
2016-01-11 09:30:00,3131.85,3152.73,3106.22,3143.35,61087224
2016-01-11 10:00:00,3143.91,3166.22,3140.64,3146.77,30594752
2016-01-11 10:30:00,3146.76,3158.93,3133.48,3140.94,20532720
2016-01-11 11:00:00,3140.74,3144.62,3080.29,3109.15,34664376
2016-01-11 11:30:00,3109.8,3110.72,3109.06,3109.95,613888
2016-01-11 13:00:00,3110.27,3110.27,3068.6,3075.02,25447600
2016-01-11 13:30:00,3074.93,3112.61,3074.93,3096.04,20480672
2016-01-11 14:00:00,3096.08,3102.25,3061.45,3061.45,24713392
2016-01-11 14:30:00,3060.2,3066.46,3016.7,3017.26,51293920
2016-01-11 15:00:00,3017.24,3018.12,3016.7,3016.7,2215136
2016-01-12 09:30:00,3026.16,3047.63,2990.9,3023.15,56498576
2016-01-12 10:00:00,3023.93,3030.1,3004.97,3012.68,23116784
2016-01-12 10:30:00,3012.85,3012.85,2978.46,2994.74,28241224
2016-01-12 11:00:00,2995.45,3028.68,2994.49,3026.18,17422488
2016-01-12 11:30:00,3026.09,3028.05,3026.02,3028.04,457920
2016-01-12 13:00:00,3028.04,3037.35,3020.64,3026.85,15815536
2016-01-12 13:30:00,3026.12,3044.83,3026.12,3026.85,18512240
2016-01-12 14:00:00,3025.62,3038.73,3007.42,3033.63,21494304
2016-01-12 14:30:00,3033.05,3033.83,3010.12,3021.93,24473616
2016-01-12 15:00:00,3022.37,3023.89,3022.08,3022.86,1626928
2016-01-13 09:30:00,3041.11,3047.9,3024.45,3046.59,37578900
2016-01-13 10:00:00,3045.97,3058.75,3040.07,3048.09,30314764
2016-01-13 10:30:00,3048.17,3050.43,3039.48,3046.79,15408960
2016-01-13 11:00:00,3046.37,3046.68,3013.45,3021.45,19046840
2016-01-13 11:30:00,3021.28,3023.15,3021.28,3022.47,434088
2016-01-13 13:00:00,3022.47,3022.47,2996.23,3009.51,17221216
2016-01-13 13:30:00,3009.74,3030.14,3008.21,3015.38,14192280
2016-01-13 14:00:00,3015.79,3022.27,2990.91,2990.91,15938664
2016-01-13 14:30:00,2989.57,2993.54,2949.89,2950.27,41550752
2016-01-13 15:00:00,2950.28,2950.38,2949.56,2949.6,2595648
2016-01-14 09:30:00,2874.05,2916.34,2868.31,2916.34,47397352
2016-01-14 10:00:00,2916.13,2933.62,2906.29,2926.8,22873872
2016-01-14 10:30:00,2927.11,2930.48,2890.38,2901.04,19426064
2016-01-14 11:00:00,2901.62,2922.85,2901.0,2915.73,13668848
2016-01-14 11:30:00,2915.41,2917.52,2915.41,2917.52,430184
2016-01-14 13:00:00,2917.54,2948.2,2917.14,2948.2,17579832
2016-01-14 13:30:00,2949.82,2978.46,2949.27,2969.92,27182552
2016-01-14 14:00:00,2969.31,2997.24,2964.71,2981.55,25828368
2016-01-14 14:30:00,2981.79,3012.29,2981.79,3006.7,36369312
2016-01-14 15:00:00,3006.32,3007.65,3005.97,3007.65,2149264
2016-01-15 09:30:00,2988.05,2997.16,2977.02,2997.16,35244648
2016-01-15 10:00:00,2997.49,3001.71,2974.61,2981.67,24034964
2016-01-15 10:30:00,2981.6,2982.37,2961.57,2973.77,19664860
2016-01-15 11:00:00,2974.36,2981.92,2962.82,2963.13,13667248
2016-01-15 11:30:00,2963.15,2963.4,2960.87,2961.47,771648
2016-01-15 13:00:00,2961.47,2961.47,2903.95,2905.0,28163152
2016-01-15 13:30:00,2905.48,2938.3,2905.48,2938.3,18493528
2016-01-15 14:00:00,2940.12,2942.54,2886.15,2900.84,24795360
2016-01-15 14:30:00,2899.9,2917.0,2884.09,2900.82,31844048
2016-01-15 15:00:00,2900.36,2902.22,2899.85,2900.97,2042240
2016-01-18 09:30:00,2847.54,2910.59,2845.2,2893.73,34250480
2016-01-18 10:00:00,2894.42,2911.91,2887.35,2890.17,19646236
2016-01-18 10:30:00,2890.35,2892.12,2870.21,2887.64,16501996
2016-01-18 11:00:00,2887.47,2900.64,2876.21,2899.75,11232536
2016-01-18 11:30:00,2899.76,2903.54,2899.76,2903.33,820536
2016-01-18 13:00:00,2903.56,2934.59,2903.56,2930.68,22670216
2016-01-18 13:30:00,2931.78,2945.42,2922.9,2924.04,18693792
2016-01-18 14:00:00,2923.52,2941.23,2915.83,2921.01,17699392
2016-01-18 14:30:00,2921.37,2921.85,2906.38,2913.38,21709728
2016-01-18 15:00:00,2913.75,2915.07,2913.55,2913.84,1474784
2016-01-19 09:30:00,2914.41,2931.95,2906.6,2929.0,28343900
2016-01-19 10:00:00,2928.44,2934.5,2910.89,2910.89,20878764
2016-01-19 10:30:00,2910.91,2921.58,2907.95,2920.79,12907184
2016-01-19 11:00:00,2921.83,2959.58,2913.59,2959.58,18243008
2016-01-19 11:30:00,2958.84,2961.58,2958.84,2961.58,1810360
2016-01-19 13:00:00,2962.13,2994.03,2962.13,2994.03,37290064
2016-01-19 13:30:00,2994.21,3006.85,2987.44,2996.25,31089072
2016-01-19 14:00:00,2995.54,3009.23,2993.07,2996.31,21699888
2016-01-19 14:30:00,2996.48,3011.84,2995.65,3008.0,30985840
2016-01-19 15:00:00,3008.0,3008.54,3007.41,3007.74,2031616
2016-01-20 09:30:00,2993.01,3010.54,2985.65,3006.07,48054852
2016-01-20 10:00:00,3005.91,3016.07,2995.55,3000.88,32890700
2016-01-20 10:30:00,3000.59,3004.53,2982.55,2983.07,25676776
2016-01-20 11:00:00,2982.96,2988.76,2963.29,2964.37,24807952
2016-01-20 11:30:00,2965.12,2966.77,2964.65,2966.66,829768
2016-01-20 13:00:00,2965.94,2977.55,2952.06,2972.96,23220272
2016-01-20 13:30:00,2973.14,2991.75,2962.06,2984.33,18815008
2016-01-20 14:00:00,2983.1,2983.87,2961.4,2975.37,15392064
2016-01-20 14:30:00,2976.12,2992.68,2970.89,2976.27,25092112
2016-01-20 15:00:00,2976.74,2977.1,2975.83,2976.69,1725968
2016-01-21 09:30:00,2934.39,2956.95,2927.94,2955.21,37640672
2016-01-21 10:00:00,2955.34,2961.46,2942.16,2960.46,19358764
2016-01-21 10:30:00,2961.44,2973.29,2958.5,2973.29,16638308
2016-01-21 11:00:00,2973.49,2998.59,2971.17,2991.27,18945392
2016-01-21 11:30:00,2990.8,2992.16,2990.8,2991.78,459152
2016-01-21 13:00:00,2991.84,2992.12,2958.53,2966.05,16729632
2016-01-21 13:30:00,2965.32,2966.53,2930.44,2930.44,22023464
2016-01-21 14:00:00,2930.11,2950.23,2924.47,2926.57,18704488
2016-01-21 14:30:00,2925.91,2935.13,2880.82,2881.05,38804448
2016-01-21 15:00:00,2880.95,2881.69,2880.08,2880.48,2371344
2016-01-22 09:30:00,2911.11,2920.99,2880.49,2890.15,37409608
2016-01-22 10:00:00,2889.91,2909.18,2880.87,2901.42,17835516
2016-01-22 10:30:00,2901.63,2902.77,2882.43,2888.07,12741836
2016-01-22 11:00:00,2888.37,2888.65,2851.74,2872.51,19864280
2016-01-22 11:30:00,2872.07,2873.11,2871.59,2872.42,421768
2016-01-22 13:00:00,2872.54,2903.22,2872.54,2902.86,12915656
2016-01-22 13:30:00,2903.5,2919.7,2892.21,2916.4,17037952
2016-01-22 14:00:00,2915.93,2931.31,2902.44,2905.48,19605112
2016-01-22 14:30:00,2904.96,2915.33,2901.67,2915.33,20146736
2016-01-22 15:00:00,2915.61,2916.6,2915.44,2916.56,1832272
2016-01-25 09:30:00,2934.08,2942.98,2922.5,2942.47,37108952
2016-01-25 10:00:00,2942.32,2946.42,2929.84,2932.72,22145744
2016-01-25 10:30:00,2932.94,2946.9,2932.94,2943.7,13473376
2016-01-25 11:00:00,2944.38,2955.78,2943.32,2947.09,15601816
2016-01-25 11:30:00,2947.01,2947.01,2945.83,2946.58,388784
