high_0,high_1,high_2,high_3,high_4,high_5,high_6,high_7,high_8,high_9
6805.005,6981.985,7108.496923076923,7248.668571428571,7346.93,7600.8975,7697.448181818182,7759.298333333333,8009.9625,8308.57
6821.88,6981.985,7108.496923076923,7248.668571428571,7346.93,7600.8975,7712.305625,7830.83,8009.9625,8232.14
6819.2,6981.985,7108.496923076923,7248.668571428571,7346.93,7600.8975,7697.448181818182,7759.298333333333,7960.639999999999,8059.285
6757.49,6843.26,6981.985,7108.496923076923,7248.668571428571,7346.93,7600.8975,7697.448181818182,7759.298333333333,7989.57
6757.49,6838.96,6981.985,7108.496923076923,7248.668571428571,7346.93,7600.8975,7697.448181818182,7759.298333333333,7960.639999999999
6757.49,6835.094,6981.985,7108.496923076923,7248.668571428571,7346.93,7600.8975,7697.448181818182,7759.298333333333,7955.79
6757.49,6838.3116666666665,6981.985,7108.496923076923,7248.668571428571,7346.93,7548.99,7618.2,7697.448181818182,7759.298333333333
6757.49,6847.458571428571,6981.985,7108.496923076923,7248.668571428571,7346.93,7548.99,7618.2,7697.448181818182,7744.992
6794.366,6868.914,6981.985,7108.496923076923,7248.668571428571,7346.93,7548.99,7618.2,7696.621,7744.992
6775.38,6855.45125,6981.985,7108.496923076923,7248.668571428571,7346.93,7548.99,7618.2,7695.61,7744.992
6797.045,6866.32,6981.985,7108.496923076923,7248.668571428571,7346.93,7548.99,7618.2,7694.3462500000005,7744.992
6797.045,6869.745714285715,6981.985,7108.496923076923,7248.668571428571,7346.93,7548.99,7618.2,7694.3462500000005,7744.0825
6797.045,6873.925,6981.985,7108.496923076923,7248.668571428571,7346.93,7548.99,7618.2,7694.291428571429,7744.0825
6757.49,6832.952857142857,6884.71,6981.985,7108.496923076923,7248.668571428571,7346.93,7548.99,7625.087142857143,7718.7266666666665
6797.045,6873.885,6981.985,7108.496923076923,7248.668571428571,7346.93,7548.99,7618.2,7693.1033333333335,7748.446666666667
6797.411428571429,6873.885,6981.985,7108.496923076923,7248.668571428571,7346.93,7548.99,7618.2,7694.2480000000005,7748.446666666667
6757.49,6811.356666666667,6873.885,6981.985,7108.496923076923,7248.668571428571,7346.93,7548.99,7625.087142857143,7725.776666666667
6757.49,6812.605714285714,6873.885,6981.985,7108.496923076923,7248.668571428571,7346.93,7529.35,7625.087142857143,7725.776666666667
6757.49,6811.26,6873.885,6981.985,7108.496923076923,7225.213333333333,7266.26,7346.93,7625.087142857143,7725.776666666667
6747.716666666667,6811.26,6873.885,6981.985,7108.496923076923,7248.668571428571,7346.93,7619.532,7693.9325,7748.446666666667
6602.31,6747.716666666667,6811.26,6873.885,6981.985,7108.496923076923,7248.668571428571,7346.93,7631.948,7725.776666666667
6589.685,6747.716666666667,6811.26,6873.885,6981.985,7108.496923076923,7248.668571428571,7346.93,7631.948,7729.714
6600.526666666667,6747.716666666667,6811.26,6873.885,6981.985,7108.496923076923,7248.668571428571,7346.93,7631.948,7737.93
6604.0725,6747.716666666667,6811.26,6873.885,6981.985,7108.496923076923,7248.668571428571,7346.93,7631.325,7737.93
6608.756,6747.716666666667,6811.26,6873.885,6981.985,7108.496923076923,7248.668571428571,7346.93,7629.206666666667,7737.93
6610.0650000000005,6747.716666666667,6811.26,6873.885,6981.985,7108.496923076923,7248.668571428571,7346.93,7632.585,7737.93
6610.0650000000005,6738.37,6811.26,6873.885,6981.985,7108.496923076923,7248.668571428571,7346.93,7598.76,7737.93
6610.0650000000005,6738.37,6807.428888888889,6873.885,6981.985,7108.496923076923,7248.668571428571,7346.93,7598.76,7748.446666666667
6610.0650000000005,6746.052,6814.004444444445,6873.885,6981.985,7108.496923076923,7248.668571428571,7346.93,7598.76,7747.225
6610.0650000000005,6746.052,6814.004444444445,6871.604545454546,6981.985,7108.496923076923,7248.668571428571,7346.93,7598.76,7746.85
6610.0650000000005,6746.052,6811.26,6854.125555555555,6894.015,6981.985,7108.496923076923,7248.668571428571,7346.93,7598.76
6610.0650000000005,6746.052,6811.26,6852.478,6894.015,6981.985,7108.496923076923,7215.98,7261.744,7346.93
6610.0650000000005,6738.37,6807.428888888889,6851.807272727273,6894.015,6981.985,7107.480833333333,7215.98,7261.744,7346.93
6610.0650000000005,6719.25,6763.92,6811.818888888889,6851.807272727273,6894.015,6981.985,7107.764545454545,7248.668571428571,7346.93
6610.0650000000005,6738.37,6809.511818181818,6848.162222222222,6885.413333333334,6981.985,7108.105,7215.98,7261.744,7346.93
6610.0650000000005,6728.506666666667,6773.676666666666,6812.785,6851.807272727273,6894.015,6981.985,7108.521111111111,7248.668571428571,7346.93
6610.0650000000005,6728.506666666667,6772.53,6812.785,6851.807272727273,6894.015,6981.985,7109.04125,7248.668571428571,7346.93
6610.0650000000005,6720.583333333333,6767.428,6812.785,6851.807272727273,6894.015,6981.985,7109.71,7248.668571428571,7346.93
6610.0650000000005,6728.22,6772.53,6812.785,6851.807272727273,6894.015,6981.985,7110.6016666666665,7248.668571428571,7346.93
6610.0650000000005,6714.97,6767.428,6812.785,6851.807272727273,6894.015,6981.985,7111.85,7248.668571428571,7346.93
6612.62,6714.97,6767.428,6812.785,6851.807272727273,6894.015,6981.985,7113.7225,7248.668571428571,7346.93
6612.62,6711.336666666667,6767.428,6812.785,6851.807272727273,6894.015,6981.985,7113.7225,7248.668571428571,7344.85
6612.62,6710.954285714286,6767.428,6812.785,6851.807272727273,6894.015,6981.985,7113.7225,7246.46,7344.85
6612.62,6705.2825,6767.428,6812.785,6851.807272727273,6894.015,6981.985,7113.7225,7249.774,7344.85
