Date,open,high,low,close,volume,action,support,resistance,support_percent,resistance_percent,near_support,near_resistance
2016-01-12 09:30:00,6775.65,6855.63,6688.85,6798.04,21568276,None,6740.155000000001,6805.005,0.008588081431361694,0.0010235113714097688,0,0
2016-01-12 10:00:00,6799.1,6811.16,6747.72,6767.86,9354832,None,6723.053333333333,6821.88,0.0066646305547677365,0.007918638263939015,0,0
2016-01-12 10:30:00,6767.96,6767.96,6670.6,6724.16,10889448,None,6729.22,6819.2,0.0007519445047123874,0.013937118723603925,1,0
2016-01-12 11:00:00,6724.16,6826.06,6724.16,6814.65,6623444,None,6717.496,6843.26,0.01446282960198264,0.004180755955494941,0,0
2016-01-12 11:30:00,6814.95,6819.63,6814.93,6819.63,189956,None,6718.606666666667,6838.96,0.015036351783256574,0.0028264531449225805,0,0
2016-01-12 13:00:00,6821.93,6854.4,6814.29,6833.47,7375660,None,6718.606666666667,6835.094,0.01709630270562057,0.0002375973176081958,0,1
2016-01-12 13:30:00,6832.8,6902.34,6832.07,6855.34,8865752,None,6854.408571428571,6981.985,0.00013588751848137015,0.018138824417411326,1,0
2016-01-12 14:00:00,6854.07,6869.21,6797.74,6851.33,7964256,None,6718.606666666667,6981.985,0.019754591973931035,0.018713159653021227,0,0
2016-01-12 14:30:00,6851.33,6853.35,6785.35,6810.44,8967008,None,6718.606666666667,6868.914,0.013668508649114619,0.008512844970835265,0,0
2016-01-12 15:00:00,6810.44,6810.44,6810.44,6810.44,874504,None,6808.876,6855.45125,0.00022970017371437557,0.006565760350203176,1,0
2016-01-13 09:30:00,6862.69,6890.3,6825.9,6886.24,16574865,None,6870.328,6981.985,0.002316046628341395,0.013713148911090434,0,0
2016-01-13 10:00:00,6886.84,6903.18,6860.79,6865.76,10003007,None,6811.5314285714285,6869.745714285715,0.007961289175163477,0.0005801836707618468,0,0
2016-01-13 10:30:00,6866.12,6880.24,6845.84,6866.89,6388344,None,6811.5314285714285,6873.925,0.008127184321042202,0.0010234327549398792,0,0
2016-01-13 11:00:00,6866.82,6867.21,6769.14,6795.3,8521240,None,6718.606666666667,6832.952857142857,0.0114150652268179,0.005510481036539949,0,0
2016-01-13 11:30:00,6795.12,6799.61,6794.21,6799.61,211820,None,6718.606666666667,6873.885,0.012056567284288056,0.01080538880123838,0,0
2016-01-13 13:00:00,6799.61,6801.24,6720.4,6761.19,7504796,None,6718.606666666667,6797.411428571429,0.006338119709344392,0.005328709164076795,0,0
2016-01-13 13:30:00,6760.45,6820.1,6755.03,6787.63,6017852,None,6718.862857142857,6811.356666666667,0.01023493771480033,0.0034833980699879863,0,0
2016-01-13 14:00:00,6787.63,6801.84,6708.22,6708.22,7118532,None,6723.38375,6757.49,0.0022553747582829686,0.007291168762365796,1,0
2016-01-13 14:30:00,6705.96,6728.17,6604.76,6604.76,15702928,None,6689.223333333333,6757.49,0.01262677729900874,0.02260158727574879,1,0
2016-01-13 15:00:00,6602.31,6602.31,6602.31,6602.31,1292568,None,6654.736666666667,6747.716666666667,0.007878097856113486,0.021549017815903126,1,0
2016-01-14 09:30:00,6416.24,6577.06,6406.67,6577.06,19167912,None,6603.535,6602.31,0.004009216275827954,0.003824419029097359,1,0
2016-01-14 10:00:00,6579.2,6622.21,6553.42,6611.51,9161878,None,6603.535,6747.716666666667,0.0012076864891303885,0.02018559364525785,0,0
2016-01-14 10:30:00,6611.91,6614.71,6531.73,6562.72,7304742,None,6406.67,6600.526666666667,0.02435742749353409,0.005727825759358596,0,0
2016-01-14 11:00:00,6562.89,6627.49,6562.24,6611.9,6248052,None,6573.055,6747.716666666667,0.005909732993258032,0.02012779631628492,0,0
2016-01-14 11:30:00,6611.25,6616.61,6611.25,6616.21,180560,None,6570.892,6747.716666666667,0.00689678052842746,0.019489061731993385,0,0
2016-01-14 13:00:00,6616.21,6710.33,6616.21,6710.33,8433284,None,6577.618333333334,6747.716666666667,0.0201762492046893,0.005540639673173531,0,0
2016-01-14 13:30:00,6711.89,6776.78,6711.89,6760.13,12188332,None,6721.698888888889,6811.26,0.0057174699055082545,0.0075066874557717655,0,0
2016-01-14 14:00:00,6759.8,6835.96,6747.68,6789.04,10556800,None,6720.718,6807.428888888889,0.0101658781100471,0.0027012972429140136,0,0
2016-01-14 14:30:00,6789.48,6848.8,6782.2,6838.71,12380224,None,6804.8966666666665,6873.885,0.0049689708734250715,0.005117193552117927,0,0
2016-01-14 15:00:00,6838.85,6839.58,6838.85,6839.58,1140360,None,6799.355555555556,6871.604545454546,0.005915920136221997,0.004660417409457773,0,0
2016-01-15 09:30:00,6794.18,6837.65,6768.0,6837.65,16783262,None,6822.075,6854.125555555555,0.002283029723361363,0.002403742887697957,0,0
2016-01-15 10:00:00,6839.19,6845.1,6779.81,6800.43,10672958,None,6756.26,6811.26,0.006537640647340304,0.001590014182398014,0,0
2016-01-15 10:30:00,6803.85,6816.29,6752.53,6799.91,8519996,None,6752.5542857142855,6807.428888888889,0.007013007564544926,0.001104512292616211,0,0
2016-01-15 11:00:00,6798.14,6821.48,6776.78,6776.78,5426632,None,6760.706363636364,6811.818888888889,0.0023775084287185333,0.005143837418526087,0,0
2016-01-15 11:30:00,6776.13,6776.29,6769.66,6769.66,289984,None,6762.045833333334,6809.511818181818,0.0011260152407031043,0.005852375213655003,0,0
2016-01-15 13:00:00,6769.09,6769.09,6630.36,6636.41,11282592,None,6608.6325,6728.506666666667,0.004203214507691344,0.01368753443062165,0,0
2016-01-15 13:30:00,6636.83,6723.25,6636.83,6723.25,7538496,None,6704.02,6728.506666666667,0.002868428196813211,0.0007812530962789666,0,0
2016-01-15 14:00:00,6724.06,6732.33,6593.38,6629.89,9979280,None,6616.953333333333,6720.583333333333,0.0019550790242841565,0.01349486031718472,0,0
2016-01-15 14:30:00,6627.95,6680.77,6594.85,6627.95,11332920,None,6613.585714285714,6728.22,0.0021719361228293987,0.014902901510355004,0,0
2016-01-15 15:00:00,6627.95,6627.95,6627.95,6627.95,1039400,None,6611.24375,6714.97,0.002526945100156164,0.012959104806127275,0,0
2016-01-18 09:30:00,6511.12,6693.17,6511.12,6651.27,15202334,None,6613.1,6714.97,0.0057718770319517,0.009486267250635505,0,0
2016-01-18 10:00:00,6651.58,6708.66,6644.78,6656.87,8636114,None,6618.85,6711.336666666667,0.005744200276482925,0.008115621279615959,0,0
2016-01-18 10:30:00,6656.95,6665.58,6608.01,6651.21,6745676,None,6621.2072727272725,6710.954285714286,0.004531307665946116,0.008902502262824963,0,0
2016-01-18 11:00:00,6652.62,6687.76,6629.8,6686.89,4733540,None,6620.1075,6705.2825,0.010087827123653303,0.002742986593033181,0,0
2016-01-18 11:30:00,6686.89,6695.28,6686.78,6695.23,315316,None,6616.7075,6703.335555555555,0.011867307116114612,0.001209182426924471,0,0
2016-01-18 13:00:00,6695.23,6775.48,6695.23,6763.59,9933608,None,6762.631538461538,6767.428,0.0001417290788372494,0.0005671283093073853,1,0
2016-01-18 13:30:00,6763.03,6803.16,6751.6,6764.03,9430700,None,6762.631538461538,6768.77,0.00020679250828736784,0.0007002749391692431,1,0
2016-01-18 14:00:00,6762.99,6815.08,6749.88,6764.02,8511256,None,6761.843571428572,6768.77,0.000321869109871864,0.0007017523124585034,1,0
2016-01-18 14:30:00,6764.08,6764.17,6723.02,6741.18,9248016,None,6700.76625,6768.77,0.006031213221323828,0.004076072905417116,0,0
2016-01-18 15:00:00,6741.19,6741.68,6741.19,6741.68,798360,None,6703.238888888889,6768.112857142857,0.005734707019740881,0.0039054988740266916,0,0
2016-01-19 09:30:00,6724.48,6785.69,6715.87,6773.09,15971775,None,6741.126666666667,6812.174166666667,0.0047415417205234345,0.00573739979490151,0,0
2016-01-19 10:00:00,6773.11,6785.25,6722.02,6722.06,10334951,None,6696.777142857143,6734.49,0.0037753768123856,0.0018457225417216616,0,0
2016-01-19 10:30:00,6721.45,6747.55,6713.05,6746.74,6238670,None,6737.957857142857,6775.08875,0.0013033834647440123,0.0041842625308783354,0,0
2016-01-19 11:00:00,6746.9,6821.68,6726.07,6821.68,7335852,None,6780.321111111111,6851.807272727273,0.006099842206752193,0.004396981924344345,0,0
2016-01-19 11:30:00,6820.84,6828.56,6819.38,6827.36,468052,None,6819.526,6846.30875,0.0011487601924238255,0.00276773231998928,0,0
2016-01-19 13:00:00,6827.36,6907.65,6827.36,6907.65,13608812,None,6859.902,6982.61,0.006960449289217241,0.010735240834014781,0,0
2016-01-19 13:30:00,6906.82,6930.66,6885.14,6910.0,11397720,None,6858.8225,6984.035,0.007461557723647205,0.010600605523884088,0,0
2016-01-19 14:00:00,6909.75,6948.04,6901.66,6934.98,9650608,None,6859.5625,6949.799999999999,0.01099450584494277,0.0021324354657688005,0,0
2016-01-19 14:30:00,6934.95,6987.58,6934.17,6971.78,13955320,None,6882.53,6939.35,0.012967615106654007,0.004673348368362973,0,1
2016-01-19 15:00:00,6971.63,6971.63,6971.63,6971.63,1262184,None,6906.99,6987.58,0.009358635237636026,0.0022826214512033927,0,0
2016-01-20 09:30:00,6927.48,6992.54,6913.86,6989.45,21620220,None,6952.9,6979.605,0.0052567993211465325,0.0014105382754467932,0,1
2016-01-20 10:00:00,6989.82,7011.48,6947.87,6955.56,13650856,None,6908.7075,6983.916666666667,0.0067816592322080815,0.0040602813607455435,0,0
2016-01-20 10:30:00,6955.85,6972.8,6917.71,6918.13,10908060,None,6890.3625,6939.35,0.004029904087049063,0.003057923292527409,0,0
2016-01-20 11:00:00,6916.79,6934.87,6867.21,6869.16,10950568,None,6828.985,6896.742,0.005883011897082735,0.003999279659874233,0,0
2016-01-20 11:30:00,6870.2,6875.41,6870.2,6874.76,384152,None,6871.046666666667,6896.742,0.0005404319768846921,0.0031873020623360837,0,0
2016-01-20 13:00:00,6875.16,6899.81,6838.72,6874.7,8855040,None,6826.76625,6900.8675,0.007021442985542414,0.0037919145672627996,0,0
2016-01-20 13:30:00,6872.3,6921.41,6843.97,6902.49,7185592,None,6877.0,6937.856666666667,0.0037065580921913366,0.00509763582124545,0,0
2016-01-20 14:00:00,6902.12,6903.17,6847.67,6884.62,6566472,None,6877.0,6900.235000000001,0.0011080412970772002,0.0022629664062167043,0,0
2016-01-20 14:30:00,6884.87,6923.45,6863.88,6876.32,9652904,None,6870.835,6890.87125,0.0007983018075676807,0.0021116705670564118,0,0
2016-01-20 15:00:00,6876.61,6876.61,6876.36,6876.36,932256,None,6869.444,6894.251428571429,0.001006777258828917,0.0025951227275063937,0,0
2016-01-21 09:30:00,6771.52,6848.37,6762.01,6842.64,17345360,None,6835.96125,6874.8675,0.0009770023199004996,0.004687726708914708,0,0
2016-01-21 10:00:00,6841.85,6867.73,6813.21,6867.73,8625812,None,6837.398571428572,6874.8675,0.004436106547623719,0.0010382018271626325,0,0
2016-01-21 10:30:00,6868.89,6906.03,6861.12,6905.42,7433404,None,6877.408333333333,6931.686,0.004072997459072081,0.003789265699571498,0,0
2016-01-21 11:00:00,6905.98,6954.2,6900.95,6936.36,7953716,None,6875.081428571429,6987.206,0.008913141184613504,0.0072770145892364635,0,0
2016-01-21 11:30:00,6936.5,6939.69,6935.75,6939.25,193292,None,6908.545,6987.206,0.004444495910499224,0.006863401479790365,0,0
2016-01-21 13:00:00,6938.33,6938.59,6850.33,6868.86,7777960,None,6832.737142857143,6873.25,0.005286733030644752,0.000638708034772506,0,0
2016-01-21 13:30:00,6869.49,6870.88,6774.96,6774.96,10213004,None,6761.364166666666,6776.107142857143,0.0020108121672193224,0.0001692923138548741,0,1
2016-01-21 14:00:00,6774.55,6827.8,6754.31,6756.71,8514092,None,6711.35,6776.107142857143,0.006758699814493285,0.0028625791251825072,0,0
2016-01-21 14:30:00,6755.77,6783.15,6634.23,6634.23,15715488,None,6633.944,6684.512,4.31116090215955e-05,0.007522164669612419,1,0
2016-01-21 15:00:00,6634.29,6634.29,6632.85,6632.85,1444928,None,6604.335,6691.65,0.004317618655019784,0.008787070453475487,0,0
2016-01-22 09:30:00,6711.82,6744.64,6613.43,6636.71,16917324,None,6633.828571428571,6684.512,0.0004343537883748638,0.00715115778085218,1,0
2016-01-22 10:00:00,6636.59,6690.49,6604.02,6666.59,8392602,None,6633.828571428571,6691.65,0.004938540123350599,0.003744965740886008,0,0
2016-01-22 10:30:00,6667.72,6669.14,6608.42,6625.66,5841970,None,6605.878571428571,6691.505,0.0029945189511939585,0.009840088291049653,0,0
2016-01-22 11:00:00,6625.93,6628.98,6518.71,6575.54,8782220,None,6536.68,6626.585,0.005944913931843043,0.007703062738952271,0,0
