Date,open,high,low,close,volume,action,support,resistance,support_percent,resistance_percent,near_support,near_resistance
2016-01-25 08:00:00,6761.9,6783.12,6730.58,6780.56,15512387,None,6740.155000000001,6805.005,0.00599466926205694,0.0035922089697214554,0,0
2016-01-25 10:00:00,6780.33,6831.96,6760.57,6806.1,21443949,None,6723.053333333333,6821.88,0.012352522365829843,0.002313145349962187,0,0
2016-01-25 12:00:00,6806.7,6812.26,6743.39,6750.13,11147212,None,6729.22,6819.2,0.003107343793188555,0.010128754106053406,0,0
2016-01-25 14:00:00,6750.15,6761.02,6703.42,6761.02,16239576,None,6717.496,6843.26,0.006479199987614592,0.012017664095767211,0,0
2016-01-26 08:00:00,6684.95,6694.98,6630.33,6656.11,15449765,None,6718.606666666667,6757.49,0.009302027900626286,0.015002611916554831,1,0
2016-01-26 10:00:00,6656.3,6694.64,6601.14,6601.14,20124847,None,6718.606666666667,6757.49,0.01748378384010174,0.023137289141382245,1,0
2016-01-26 12:00:00,6601.37,6601.37,6485.78,6521.15,19003504,None,6718.606666666667,6757.49,0.029389526201365257,0.03497452456459427,1,0
2016-01-26 14:00:00,6522.27,6544.57,6288.35,6304.52,29188492,None,6718.606666666667,6757.49,0.06163281870943471,0.06703228565636044,1,0
2016-01-27 08:00:00,6341.43,6356.62,6163.84,6171.52,18312184,None,6718.606666666667,6794.366,0.08142858985642853,0.09167095208000264,1,0
2016-01-27 10:00:00,6169.28,6217.63,6043.98,6044.1,27396692,None,6718.606666666667,6775.38,0.10039383165755589,0.10793195363212094,1,0
2016-01-27 12:00:00,6044.1,6148.43,5973.12,6130.78,18186748,None,6718.606666666667,6797.045,0.08749234712356035,0.09802274370700803,1,0
2016-01-27 14:00:00,6130.7,6296.64,6060.82,6256.08,20948280,None,6718.606666666667,6797.045,0.06884264693770836,0.07958826225219928,1,0
2016-01-28 08:00:00,6186.55,6252.52,6158.83,6252.27,13471748,None,6718.606666666667,6797.045,0.06940972880289653,0.08014879995645163,1,0
2016-01-28 10:00:00,6252.11,6268.63,6182.26,6228.08,18366860,None,6718.606666666667,6757.49,0.07301017770549645,0.07834417808979366,1,0
2016-01-28 12:00:00,6228.08,6228.08,6110.69,6137.09,12027344,None,6718.606666666667,6797.045,0.08655316429696236,0.09709439911020157,1,0
2016-01-28 14:00:00,6137.0,6217.52,6022.91,6048.73,21083808,None,6718.606666666667,6797.411428571429,0.0997047006770253,0.1101421381416624,1,0
2016-01-29 08:00:00,6045.34,6106.88,6026.88,6081.94,12785127,None,6718.862857142857,6757.49,0.09479622827332179,0.09997055119578424,1,0
2016-01-29 10:00:00,6081.94,6229.68,6074.29,6179.19,23938993,None,6723.38375,6757.49,0.08094045650748405,0.08557911295466214,1,0
2016-01-29 12:00:00,6179.19,6274.69,6179.19,6256.88,14173184,None,6689.223333333333,6757.49,0.06463281487088435,0.07408224059525059,1,0
2016-01-29 14:00:00,6256.76,6322.85,6240.5,6272.91,18689624,None,6654.736666666667,6747.716666666667,0.0573766755609163,0.07036553105618448,1,0
2016-02-01 08:00:00,6241.61,6284.51,6220.62,6253.43,13530813,None,6603.535,6602.31,0.053017815457932715,0.052842111321643515,1,0
2016-02-01 10:00:00,6252.35,6302.62,6200.68,6204.98,21051903,None,6406.67,6589.685,0.031481253131502074,0.05837987703509362,1,0
2016-02-01 12:00:00,6203.39,6257.31,6194.14,6208.95,8095980,None,6406.67,6600.526666666667,0.030861586440381727,0.05932506395954262,1,0
2016-02-01 14:00:00,6208.34,6210.45,6122.94,6201.99,15695928,None,6406.67,6604.0725,0.031947954241439036,0.06088402269962967,1,0
2016-02-02 08:00:00,6207.9,6329.49,6207.9,6327.11,11308391,None,6406.67,6608.756,0.012418307794845096,0.04261709768071342,1,0
2016-02-02 10:00:00,6327.11,6416.14,6319.01,6403.7,28051689,None,6406.67,6610.0650000000005,0.00046357936338226047,0.031219814026034687,1,0
2016-02-02 12:00:00,6403.7,6413.45,6374.58,6396.46,11996612,None,6406.67,6610.0650000000005,0.001593651616206282,0.03231511339147197,1,0
2016-02-02 14:00:00,6395.87,6395.87,6356.73,6391.59,15842908,None,6406.67,6610.0650000000005,0.0023537969022908722,0.033051868627615666,1,0
2016-02-03 08:00:00,6323.5,6342.64,6282.78,6298.42,15839410,None,6406.67,6610.0650000000005,0.016896453227651764,0.047147040157698994,1,0
2016-02-03 10:00:00,6298.42,6365.79,6293.59,6346.93,18047782,None,6406.67,6610.0650000000005,0.009324656959075472,0.039808231840382846,1,0
