Date,open,high,low,close,volume
2016-01-04 08:00:00,8385.0,8385.0,8200.83,8217.91,21431368
2016-01-04 10:00:00,8217.95,8232.14,7937.49,7955.79,42869236
2016-01-04 12:00:00,7955.79,7955.79,7702.96,7705.72,14497540
2016-01-04 14:00:00,7705.72,7705.72,7705.72,7705.72,0
2016-01-05 08:00:00,7375.71,7748.63,7372.74,7692.24,29706884
2016-01-05 10:00:00,7692.41,7730.99,7574.22,7684.61,27944608
2016-01-05 12:00:00,7685.54,7695.51,7466.42,7513.55,23428348
2016-01-05 14:00:00,7517.0,7611.54,7338.43,7604.33,32404280
2016-01-06 08:00:00,7641.97,7706.09,7641.97,7696.86,20150704
2016-01-06 10:00:00,7696.85,7696.85,7557.88,7622.12,31143080
2016-01-06 12:00:00,7621.87,7706.38,7591.4,7666.11,17891776
2016-01-06 14:00:00,7665.64,7750.89,7665.63,7746.85,24423712
2016-01-07 08:00:00,7598.76,7598.76,7119.64,7119.64,24031132
2016-01-07 10:00:00,7120.69,7120.69,7104.36,7104.36,1943156
2016-01-07 12:00:00,7104.36,7104.36,7104.36,7104.36,0
2016-01-07 14:00:00,7104.36,7104.36,7104.36,7104.36,0
2016-01-08 08:00:00,7263.66,7351.09,6863.27,7160.63,40107528
2016-01-08 10:00:00,7163.32,7261.92,7133.95,7252.64,28277416
2016-01-08 12:00:00,7261.45,7359.89,7255.74,7280.36,17823688
2016-01-08 14:00:00,7280.29,7281.62,7193.58,7200.3,20268584
2016-01-11 08:00:00,7039.2,7106.88,6964.52,7084.63,19877048
2016-01-11 10:00:00,7084.37,7138.67,6895.49,6979.08,32324692
2016-01-11 12:00:00,6979.76,6999.13,6864.22,6946.94,17593364
2016-01-11 14:00:00,6947.24,6968.94,6735.0,6745.32,25330032
2016-01-12 08:00:00,6775.65,6855.63,6688.85,6798.04,21568276
2016-01-12 10:00:00,6799.1,6826.06,6670.6,6819.63,27057680
2016-01-12 12:00:00,6821.93,6902.34,6814.29,6855.34,16241412
2016-01-12 14:00:00,6854.07,6869.21,6785.35,6810.44,17805768
2016-01-13 08:00:00,6862.69,6890.3,6825.9,6886.24,16574865
2016-01-13 10:00:00,6886.84,6903.18,6769.14,6799.61,25124411
2016-01-13 12:00:00,6799.61,6820.1,6720.4,6787.63,13522648
2016-01-13 14:00:00,6787.63,6801.84,6602.31,6602.31,24114028
2016-01-14 08:00:00,6416.24,6577.06,6406.67,6577.06,19167912
2016-01-14 10:00:00,6579.2,6627.49,6531.73,6616.21,22895232
2016-01-14 12:00:00,6616.21,6776.78,6616.21,6760.13,20621616
2016-01-14 14:00:00,6759.8,6848.8,6747.68,6839.58,24077384
2016-01-15 08:00:00,6794.18,6837.65,6768.0,6837.65,16783262
2016-01-15 10:00:00,6839.19,6845.1,6752.53,6769.66,24909570
2016-01-15 12:00:00,6769.09,6769.09,6630.36,6723.25,18821088
2016-01-15 14:00:00,6724.06,6732.33,6593.38,6627.95,22351600
2016-01-18 08:00:00,6511.12,6693.17,6511.12,6651.27,15202334
2016-01-18 10:00:00,6651.58,6708.66,6608.01,6695.23,20430646
2016-01-18 12:00:00,6695.23,6803.16,6695.23,6764.03,19364308
2016-01-18 14:00:00,6762.99,6815.08,6723.02,6741.68,18557632
2016-01-19 08:00:00,6724.48,6785.69,6715.87,6773.09,15971775
2016-01-19 10:00:00,6773.11,6828.56,6713.05,6827.36,24377525
2016-01-19 12:00:00,6827.36,6930.66,6827.36,6910.0,25006532
2016-01-19 14:00:00,6909.75,6987.58,6901.66,6971.63,24868112
2016-01-20 08:00:00,6927.48,6992.54,6913.86,6989.45,21620220
2016-01-20 10:00:00,6989.82,7011.48,6867.21,6874.76,35893636
2016-01-20 12:00:00,6875.16,6921.41,6838.72,6902.49,16040632
2016-01-20 14:00:00,6902.12,6923.45,6847.67,6876.36,17151632
2016-01-21 08:00:00,6771.52,6848.37,6762.01,6842.64,17345360
2016-01-21 10:00:00,6841.85,6954.2,6813.21,6939.25,24206224
2016-01-21 12:00:00,6938.33,6938.59,6774.96,6774.96,17990964
2016-01-21 14:00:00,6774.55,6827.8,6632.85,6632.85,25674508
2016-01-22 08:00:00,6711.82,6744.64,6613.43,6636.71,16917324
2016-01-22 10:00:00,6636.59,6690.49,6518.71,6573.87,23138600
2016-01-22 12:00:00,6573.87,6705.05,6573.87,6695.58,12688776
2016-01-22 14:00:00,6695.8,6743.37,6667.15,6700.96,18495028
2016-01-25 08:00:00,6761.9,6783.12,6730.58,6780.56,15512387
2016-01-25 10:00:00,6780.33,6831.96,6760.57,6806.1,21443949
2016-01-25 12:00:00,6806.7,6812.26,6743.39,6750.13,11147212
2016-01-25 14:00:00,6750.15,6761.02,6703.42,6761.02,16239576
2016-01-26 08:00:00,6684.95,6694.98,6630.33,6656.11,15449765
2016-01-26 10:00:00,6656.3,6694.64,6601.14,6601.14,20124847
2016-01-26 12:00:00,6601.37,6601.37,6485.78,6521.15,19003504
2016-01-26 14:00:00,6522.27,6544.57,6288.35,6304.52,29188492
2016-01-27 08:00:00,6341.43,6356.62,6163.84,6171.52,18312184
2016-01-27 10:00:00,6169.28,6217.63,6043.98,6044.1,27396692
2016-01-27 12:00:00,6044.1,6148.43,5973.12,6130.78,18186748
