Date,open,high,low,close,volume,rsi,stochk,stochd,cci,willr,mom,roc,trix,trixs,cmo,sma_50,sma_200,ema_10,ema_20,ema_50,ema_200,macd,macdh,macds,tema,kama,wma,action,support,resistance,support_percent,resistance_percent,near_support,near_resistance,open_norm,high_norm,low_norm,close_norm
2015-04-04,254.2910003662109,255.25799560546875,251.1000061035156,253.69700622558597,12493500,47.508324437072524,42.0765877860587,35.478524371011105,23.852671604938916,-57.86864839118948,7.5,3.0463408613213936,-0.02506858963596814,-0.6255151107030491,14.10325108889554,259.5743615722657,310.84317024230955,251.95351293268908,255.6615237272874,258.731404062551,310.84317024230955,-4.456202882219969,1.2827418489129547,-5.738944731132924,254.83601720288323,256.3706901584579,252.23707173665363,None,249.6565018,255.0936035,0.01618425475184626,0.005474842392173218,0,0,0.000656715567187262,0.00045831896827422435,0.0007786500701199416,0.0006413949379502635
2015-04-05,253.7610015869141,260.67498779296875,251.94200134277344,260.5979919433594,19649200,52.432291758800815,48.28274695135379,42.3948066285802,99.75159869048464,-40.9470013159032,12.065994262695284,4.854905756722216,0.1795557239705481,-0.48577551500250554,41.933497774563364,259.63990112304685,309.8594901275635,253.52523638917455,256.1316635573895,258.80460358728857,310.34321821943445,-2.852673412341403,2.309017055033217,-5.16169046737462,259.7028302227074,258.0164811614243,255.60173441569012,None,259.8714956,261.0847549,0.002795598423297685,0.0018643867460858,0,0,0.0006488450384517681,0.0005373232651532237,0.0007913723954555722,0.0007438498281900022
2015-04-06,260.72100830078125,261.7980041503906,254.5749969482422,255.49200439453125,20034200,48.78582947618639,54.476182013561605,48.278505583658024,127.51942187136046,-37.755804252222525,8.462997436523438,3.425912422488122,0.2617324658124476,-0.3531593645640152,9.20874458336426,260.05324127197264,309.0147501373291,253.88283057196668,256.0707436371173,258.67469773659224,309.79743499729614,-2.331718143842238,2.263977858825905,-4.595696002668143,257.9356502548253,257.76439874723854,256.1728017171224,None,250.4843343,261.2274048,0.019991949231178863,0.02195558467481562,0,0,0.000752201753562322,0.0005537019333570403,0.0008311562625586519,0.0006680442237046408
2015-04-07,255.2740020751953,255.80499267578125,252.2050018310547,253.17999267578125,18467400,47.18561759069108,62.4036702083834,55.05419972443293,60.83577811338825,-34.08618380672406,0.3819885253905966,0.15110424889404978,0.24230082507485928,-0.22720278884092635,-3.3978698384067365,260.4399810791016,308.3066701507568,253.75504186356932,255.79543402175193,258.4592191067565,309.2340773622562,-2.21985801516675,1.9006703900011148,-4.120528405167865,255.2128516922365,257.74129136408874,255.42519836425782,None,251.2107506,255.1582753,0.007839003987997417,0.0077531587870031116,0,0,0.0006713132294835153,0.00046629666464872424,0.0007953462632630591,0.0006337191408012743
2015-04-08,253.06399536132807,253.8470001220703,244.21499633789065,245.02200317382807,30086400,41.95615271540157,51.291776136754066,56.057209452899684,-51.39719404296929,-74.28268353079122,2.3090057373046307,0.9513317217008551,0.06920388739741767,-0.13141480000565192,-35.988968701312665,260.4682211303711,307.4872602081299,252.1672166472527,254.76939298861632,257.93226946232795,308.59515125092855,-3.167170525144229,0.7626863040189087,-3.9298568291631377,248.12427987971822,256.54313795857036,251.94659932454425,None,244.0677282,247.27775,0.003909877724785016,0.009122320249888793,0,0,0.0006384944343719411,0.0004377402592403495,0.0006746193938248078,0.0005126022521158083
2015-04-09,244.75100708007807,246.1179962158203,239.3999938964844,243.67599487304688,21643500,41.14589458945127,37.12948020618472,50.274975517107386,-114.83463740971492,-80.2426920439306,-3.850006103515625,-1.5553946204949074,-0.12640367240922545,-0.06533618224957695,-40.1531372412804,260.61522094726564,306.7115351104736,250.62335814285163,253.71287888237163,257.37319987059146,307.94918949592477,-3.9497527732078197,-0.015916755235745317,-3.9338360179720744,244.1436064483442,255.24353534717753,248.6393310546875,None,239.9846008,247.1488885,0.015381795584972657,0.014051827819379858,0,0,0.0005150458233539879,0.0003250163530480218,0.0006018659806280519,0.0004926188557782185
2015-04-10,243.69400024414065,243.69400024414065,232.77099609375,236.07200622558597,28882000,36.81987526080408,18.948942303767733,35.79006621556883,-158.07443914777426,-88.62779751397498,-8.151992797851534,-3.3379163515659287,-0.3855591752674914,-0.04091668328935051,-58.991735928998416,260.5310009765625,305.88113510131836,247.97765779425785,252.03279577220158,256.53785894333635,307.2339936424886,-5.421804331137366,-1.1903746505322337,-4.231429680605133,237.34577023182553,246.7228557375813,243.46546732584636,None,235.5138741,239.9302848,0.0023698481786638137,0.016080831886771674,0,0,0.0004993491783788872,0.00028966350579415516,0.0005017035773703976,0.0003797268930759408
2015-04-11,236.01600646972656,239.53700256347656,234.1750030517578,236.552001953125,16365200,37.26823852691783,14.718443524946005,23.598955344966143,-137.88306946920102,-86.97417986725641,-10.720001220703068,-4.335307306572466,-0.5770197227043083,-0.06065449099891879,-55.13843838265736,260.38646087646487,304.8849401855469,245.90026582314277,250.55843445609904,255.75409984568103,306.53069024259446,-6.2900877244180435,-1.6469264350503288,-4.643161289367715,235.14576993460335,242.58782103230527,240.0866678873698,None,234.4716914,239.8811245,0.008872331413245504,0.013878218029092948,0,0,0.00038533029193419353,0.00022903563934709896,0.0005229177511096804,0.00038685310831413494
2015-04-12,236.53500366210935,237.72799682617188,233.4949951171875,236.1529998779297,12387900,37.03297176493534,12.016417899463534,15.227934576059083,-126.41029858677418,-88.34876892037802,-16.852005004882812,-6.6607397797084555,-0.6854589608517148,-0.1163019131792706,-56.24043134984034,260.2188409423828,303.9496802520752,244.12803565128584,249.18648830579718,254.98542925871038,305.83041471657793,-6.829347209855882,-1.7489487363905338,-5.0803984734653485,234.4364338334652,239.99698781040297,237.83753458658853,None,234.4019274,239.6418881,0.007470384298255084,0.014558757860455573,0,0,0.00039303744613124495,0.00020265213695704054,0.0005126430110980393,0.0003809293583613882
2015-04-13,235.9499969482422,236.93499755859372,221.9960021972656,224.5870056152344,31181800,30.936420002427102,10.395594203282384,12.376818542563965,-165.56722293792745,-93.49026860251843,-29.735000610351562,-11.691870889055641,-0.890194205698569,-0.2124269816306707,-76.84759895816393,259.99104095458983,303.0147452545166,240.5751210992765,246.84368043050551,253.79333421386818,305.02202258621634,-8.591442108603104,-2.808834908110205,-5.782607200492899,226.4545557409285,233.69199597952192,232.86820271809896,None,221.6289978,239.0044437,0.0133466642208242,0.060322887146242565,0,0,0.0003843500447035337,0.00019108661362009704,0.00033889626985956177,0.00020921582044665897
