Date,open,high,low,close,Adj Close,Volume
2012-01-03,109.46976470947266,111.09109497070312,109.46976470947266,110.25040435791016,85.97254943847656,9776410
2012-01-04,109.95015716552734,111.69158935546875,109.77001190185547,111.4513931274414,86.90906524658203,7119940
2012-01-05,110.85089874267578,111.69158935546875,109.83006286621094,111.39134216308594,86.86225891113281,7630271
2012-01-06,112.47222900390625,112.83251953125,111.4513931274414,111.99183654785156,87.33049774169922,8504587
2012-01-09,112.53227233886719,113.37296295166016,111.4513931274414,113.25286865234375,88.31385803222656,7824812
2012-01-10,114.15360260009766,114.39380645751953,111.81168365478516,112.41217803955078,87.65828704833984,9882623
2012-01-11,111.39134216308594,113.7933120727539,111.09109497070312,113.37296295166016,88.40752410888672,7971508
2012-01-12,113.85336303710938,114.09355926513672,112.65237426757812,113.67321014404297,88.64163970947266,6487642
2012-01-13,112.77247619628906,113.13276672363281,111.69158935546875,113.13276672363281,88.22019958496094,7000472
2012-01-17,114.03350830078125,114.69404602050781,112.17198181152344,112.53227233886719,87.75190734863281,8194408
2012-01-18,111.57148742675781,114.39380645751953,111.4513931274414,114.21365356445312,89.06302642822266,8811535
2012-01-19,114.2737045288086,115.23448944091797,113.67321014404297,114.99429321289062,89.67179870605469,8977233
2012-01-20,112.95262145996094,115.29454040527344,112.17198181152344,114.99429321289062,89.67179870605469,15392751
2012-01-23,114.63400268554688,115.53473663330078,113.4930648803711,113.73326110839844,88.6884536743164,8423853
2012-01-24,113.13276672363281,113.25286865234375,112.59232330322266,113.13276672363281,88.22019958496094,6617353
2012-01-25,113.07272338867188,115.0543441772461,112.83251953125,114.87419891357422,89.5781478881836,8534696
2012-01-26,115.65483856201172,115.71488952636719,113.97345733642578,114.51390075683594,89.29718780517578,7076443
2012-01-27,114.09355926513672,114.87419891357422,113.61316680908203,114.2737045288086,89.10991668701172,5430843
2012-01-30,113.07272338867188,113.67321014404297,112.29208374023438,113.4930648803711,88.50113677978516,6283360
2012-01-31,113.97345733642578,114.15360260009766,112.2320327758789,112.35212707519531,87.6114501953125,7700447
2012-02-01,113.73326110839844,114.45384979248047,112.59232330322266,112.7124252319336,87.89240264892578,8662374
2012-02-02,113.19281768798828,113.67321014404297,112.29208374023438,112.59232330322266,87.79873657226562,6296999
